userID gender age occupation
3732 M 25-34 technician/engineer
3733 M 18-24 "college/grad student"
3734 M 18-24 "college/grad student"
3735 M 25-34 other
3736 M 35-44 academic/educator
3737 M 25-34 sales/marketing
3738 M 45-49 executive/managerial
3739 M 56+ lawyer
3740 M 18-24 "customer service"
3741 M 25-34 other
3742 M 25-34 other
3743 F 35-44 executive/managerial
3744 M 25-34 other
3745 F 25-34 homemaker
3746 M 25-34 "customer service"
3747 M 45-49 retired
3748 M 18-24 "college/grad student"
3749 F 25-34 other
3750 F 18-24 "college/grad student"
3751 F 35-44 programmer
3752 F 18-24 academic/educator
3753 M 25-34 executive/managerial
3754 M 56+ executive/managerial
3755 F 50-55 sales/marketing
3756 M 18-24 programmer
3757 M 25-34 executive/managerial
3758 F 35-44 "customer service"
3759 M 35-44 "doctor/health care"
3760 M 50-55 other
3761 M 25-34 technician/engineer
3762 M 50-55 "doctor/health care"
3763 M 25-34 artist
3764 M 25-34 academic/educator
3765 F 50-55 clerical/admin
3766 F 18-24 academic/educator
3767 M 25-34 other
3768 M 25-34 "college/grad student"
3769 M 25-34 scientist
3770 F 35-44 clerical/admin
3771 M 25-34 academic/educator
3772 M 35-44 technician/engineer
3773 M 35-44 "doctor/health care"
3774 M 25-34 other
3775 M 35-44 programmer
3776 F 25-34 "college/grad student"
3777 M 18-24 "college/grad student"
3778 M 25-34 other
3779 F 45-49 artist
3780 M "Under 18" other
3781 F 56+ lawyer
3782 F 25-34 other
3783 M 25-34 executive/managerial
3784 F 25-34 academic/educator
3785 F 25-34 writer
3786 F 25-34 other
3787 F 25-34 other
3788 F 18-24 other
3789 F 25-34 other
3790 F 25-34 technician/engineer
3791 M 50-55 tradesman/craftsman
3792 M 25-34 "doctor/health care"
3793 M 18-24 "college/grad student"
3794 F 18-24 "college/grad student"
3795 F 18-24 "college/grad student"
3796 M 45-49 sales/marketing
3797 M 25-34 executive/managerial
3798 M 25-34 executive/managerial
3799 M 18-24 other
3800 M 18-24 academic/educator
3801 M 18-24 programmer
3802 M 18-24 other
3803 F 35-44 homemaker
3804 M 25-34 "doctor/health care"
3805 F 35-44 academic/educator
3806 M 18-24 "college/grad student"
3807 F 35-44 unemployed
3808 M 25-34 executive/managerial
3809 M 35-44 "doctor/health care"
3810 M 50-55 executive/managerial
3811 M 25-34 scientist
3812 M 35-44 technician/engineer
3813 M 35-44 executive/managerial
3814 M 25-34 scientist
3815 M 25-34 technician/engineer
3816 F 25-34 clerical/admin
3817 M 35-44 clerical/admin
3818 M 45-49 technician/engineer
3819 M 25-34 programmer
3820 M 25-34 technician/engineer
3821 M 25-34 writer
3822 M 45-49 writer
3823 M 56+ executive/managerial
3824 M 25-34 technician/engineer
3825 M 18-24 academic/educator
3826 M 25-34 academic/educator
3827 M 50-55 artist
3828 M 25-34 writer
3829 F 25-34 academic/educator
3830 M 18-24 "college/grad student"
3831 F 18-24 "doctor/health care"
3832 F 25-34 executive/managerial
3833 M 25-34 academic/educator
3834 M 18-24 artist
3835 M 25-34 executive/managerial
3836 F 50-55 farmer
3837 M 25-34 technician/engineer
3838 F 25-34 sales/marketing
3839 M 50-55 sales/marketing
3840 F 25-34 other
3841 M 45-49 tradesman/craftsman
3842 F 35-44 self-employed
3843 F "Under 18" "K-12 student"
3844 M 18-24 "college/grad student"
3845 M 25-34 programmer
3846 M 35-44 other
3847 M 25-34 executive/managerial
3848 M 25-34 scientist
3849 M 35-44 other
3850 M 18-24 clerical/admin
3851 M 25-34 programmer
3852 M 50-55 self-employed
3853 M 25-34 sales/marketing
3854 M 25-34 sales/marketing
3855 M 25-34 technician/engineer
3856 F 35-44 writer
3857 M 18-24 sales/marketing
3858 F 45-49 homemaker
3859 M 25-34 other
3860 M 45-49 technician/engineer
3861 M 18-24 "college/grad student"
3862 M 25-34 technician/engineer
3863 M 25-34 other
3864 M 50-55 writer
3865 F "Under 18" "K-12 student"
3866 M 45-49 sales/marketing
3867 M 35-44 clerical/admin
3868 M 18-24 programmer
3869 M 18-24 technician/engineer
3870 M 25-34 technician/engineer
3871 M 18-24 "college/grad student"
3872 M 25-34 academic/educator
3873 F 45-49 artist
3874 M 25-34 executive/managerial
3875 M 25-34 other
3876 M 25-34 other
3877 M 45-49 academic/educator
3878 M 35-44 self-employed
3879 M 25-34 clerical/admin
3880 M 25-34 executive/managerial
3881 M 18-24 artist
3882 M 56+ sales/marketing
3883 M 50-55 self-employed
3884 M 18-24 "college/grad student"
3885 M 25-34 programmer
3886 M 35-44 executive/managerial
3887 M 18-24 "college/grad student"
3888 M 45-49 technician/engineer
3889 M 45-49 "doctor/health care"
3890 M 18-24 "college/grad student"
3891 F 56+ self-employed
3892 M 25-34 writer
3893 M 25-34 "doctor/health care"
3894 M 35-44 self-employed
3895 F 35-44 other
3896 M 35-44 other
3897 M 56+ technician/engineer
3898 M 45-49 lawyer
3899 M 25-34 technician/engineer
3900 F 25-34 sales/marketing
3901 M 18-24 sales/marketing
3902 M 25-34 "customer service"
3903 M 25-34 other
3904 M "Under 18" "K-12 student"
3905 M 25-34 technician/engineer
3906 M 50-55 technician/engineer
3907 F 18-24 sales/marketing
3908 M 25-34 other
3909 M 18-24 technician/engineer
3910 M 25-34 writer
3911 M 18-24 other
3912 M 25-34 "college/grad student"
3913 M 18-24 technician/engineer
3914 M 35-44 "college/grad student"
3915 F 35-44 clerical/admin
3916 M 25-34 "college/grad student"
3917 F 35-44 homemaker
3918 M 25-34 tradesman/craftsman
3919 M 45-49 other
3920 M 35-44 technician/engineer
3921 M 25-34 sales/marketing
3922 M 18-24 "college/grad student"
3923 M 35-44 artist
3924 M 50-55 programmer
3925 M 25-34 programmer
3926 M 25-34 artist
3927 F 25-34 self-employed
3928 M 25-34 other
3929 M 25-34 "customer service"
3930 M 56+ clerical/admin
3931 M 25-34 "customer service"
3932 M 25-34 executive/managerial
3933 F 35-44 "doctor/health care"
3934 M 25-34 other
3935 M 35-44 tradesman/craftsman
3936 F 35-44 programmer
3937 M 56+ artist
3938 M 25-34 artist
3939 M 45-49 executive/managerial
3940 M 35-44 writer
3941 M 45-49 technician/engineer
3942 M 18-24 "college/grad student"
3943 F 35-44 executive/managerial
3944 F 35-44 self-employed
3945 F 45-49 academic/educator
3946 F 25-34 programmer
3947 M 25-34 other
3948 F 45-49 programmer
3949 M 45-49 other
3950 M 25-34 "college/grad student"
3951 F 18-24 "college/grad student"
3952 F 45-49 academic/educator
3953 M 25-34 programmer
3954 M 18-24 "college/grad student"
3955 M 35-44 other
3956 M 25-34 other
3957 M 35-44 lawyer
3958 M 45-49 executive/managerial
3959 F 45-49 academic/educator
3960 F 35-44 sales/marketing
3961 M 25-34 academic/educator
3962 F 56+ other
3963 M 50-55 writer
3964 M 56+ self-employed
3965 M 18-24 lawyer
3966 M 25-34 other
3967 F 18-24 artist
3968 M 25-34 artist
3969 M 56+ executive/managerial
3970 F 25-34 artist
3971 F 18-24 "college/grad student"
3972 F 25-34 "doctor/health care"
3973 M 25-34 executive/managerial
3974 M 35-44 other
3975 F 25-34 "customer service"
3976 F 25-34 other
3977 M 35-44 sales/marketing
3978 M 35-44 retired
3979 F 50-55 homemaker
3980 M 25-34 "college/grad student"
3981 F 45-49 other
3982 M 56+ retired
3983 M 25-34 other
3984 M 25-34 executive/managerial
3985 M 45-49 self-employed
3986 M 25-34 executive/managerial
3987 F 18-24 "college/grad student"
3988 F 25-34 sales/marketing
3989 M 50-55 programmer
3990 M 25-34 self-employed
3991 M 25-34 executive/managerial
3992 M 25-34 "college/grad student"
3993 M 25-34 other
3994 M 50-55 executive/managerial
3995 M 35-44 technician/engineer
3996 M 18-24 sales/marketing
3997 M 35-44 technician/engineer
3998 M 45-49 other
3999 M 35-44 technician/engineer
4000 M 35-44 executive/managerial
4001 F 25-34 academic/educator
4002 M 45-49 self-employed
4003 M 56+ retired
4004 M 50-55 other
4005 M 35-44 executive/managerial
4006 M "Under 18" executive/managerial
4007 M 35-44 programmer
4008 M 18-24 academic/educator
4009 M 18-24 executive/managerial
4010 M 25-34 sales/marketing
4011 M 25-34 technician/engineer
4012 M 18-24 "college/grad student"
4013 M 25-34 academic/educator
4014 M 25-34 other
4015 F 45-49 clerical/admin
4016 M 50-55 other
4017 M 25-34 sales/marketing
4018 F 45-49 writer
4019 M 35-44 technician/engineer
4020 M 25-34 "doctor/health care"
4021 M 50-55 writer
4022 M 35-44 sales/marketing
4023 F 35-44 homemaker
4024 M 25-34 "customer service"
4025 F 56+ "doctor/health care"
4026 M 25-34 executive/managerial
4027 F 25-34 executive/managerial
4028 M 25-34 "college/grad student"
4029 F 56+ clerical/admin
4030 M 35-44 executive/managerial
4031 M 25-34 other
4032 M 25-34 programmer
4033 M 25-34 "doctor/health care"
4034 M 25-34 other
4035 M 18-24 "college/grad student"
4036 M 25-34 academic/educator
4037 M 50-55 self-employed
4038 M 50-55 "doctor/health care"
4039 M 25-34 self-employed
4040 M 25-34 writer
4041 M 18-24 clerical/admin
4042 M 35-44 scientist
4043 F 25-34 scientist
4044 F 35-44 clerical/admin
4045 M 56+ retired
4046 M 45-49 technician/engineer
4047 M 18-24 "college/grad student"
4048 F 35-44 academic/educator
4049 M 45-49 lawyer
4050 M 35-44 "doctor/health care"
4051 M 18-24 sales/marketing
4052 M 25-34 artist
4053 M 25-34 tradesman/craftsman
4054 M 35-44 clerical/admin
4055 M 50-55 other
4056 M "Under 18" "K-12 student"
4057 M 35-44 "doctor/health care"
4058 M 25-34 "doctor/health care"
4059 M 25-34 sales/marketing
4060 M 25-34 tradesman/craftsman
4061 M 50-55 "doctor/health care"
4062 M 25-34 executive/managerial
4063 F 35-44 academic/educator
4064 M 45-49 other
4065 F 45-49 "customer service"
4066 M 25-34 other
4067 M 45-49 writer
4068 M 56+ clerical/admin
4069 M 35-44 scientist
4070 M 25-34 scientist
4071 M 25-34 technician/engineer
4072 M 50-55 "doctor/health care"
4073 M 25-34 "doctor/health care"
4074 M 35-44 "doctor/health care"
4075 M 25-34 self-employed
4076 M 25-34 technician/engineer
4077 F 35-44 artist
4078 M 25-34 scientist
4079 M 35-44 technician/engineer
4080 M 35-44 academic/educator
4081 M 18-24 programmer
4082 M 25-34 writer
4083 M 56+ sales/marketing
4084 M 56+ retired
4085 F 25-34 "doctor/health care"
4086 F "Under 18" "K-12 student"
4087 M "Under 18" "college/grad student"
4088 M 25-34 clerical/admin
4089 M 25-34 executive/managerial
4090 M 56+ "doctor/health care"
4091 M 25-34 technician/engineer
4092 F 25-34 other
4093 M 25-34 "college/grad student"
4094 M 25-34 technician/engineer
4095 M 25-34 other
4096 M 25-34 scientist
4097 M 25-34 executive/managerial
4098 M 35-44 executive/managerial
4099 M 35-44 technician/engineer
4100 M 56+ "doctor/health care"
4101 M 18-24 "college/grad student"
4102 M "Under 18" "K-12 student"
4103 M 18-24 self-employed
4104 M 18-24 self-employed
4105 M 50-55 executive/managerial
4106 M 25-34 self-employed
4107 F 25-34 other
4108 M 35-44 technician/engineer
4109 M 35-44 clerical/admin
4110 F 45-49 executive/managerial
4111 M 25-34 scientist
4112 M 45-49 tradesman/craftsman
4113 M 35-44 technician/engineer
4114 M 35-44 sales/marketing
4115 M 25-34 scientist
4116 M 35-44 executive/managerial
4117 M 18-24 "college/grad student"
4118 M 25-34 clerical/admin
4119 M 50-55 academic/educator
4120 M 25-34 self-employed
4121 M 45-49 executive/managerial
4122 M 18-24 unemployed
4123 F 25-34 "college/grad student"
4124 M 25-34 tradesman/craftsman
4125 M 35-44 artist
4126 M 25-34 technician/engineer
4127 M 50-55 technician/engineer
4128 M 35-44 "doctor/health care"
4129 M 56+ lawyer
4130 M 35-44 "doctor/health care"
4131 M 45-49 executive/managerial
4132 M 25-34 technician/engineer
4133 M 45-49 "college/grad student"
4134 F 45-49 programmer
4135 M "Under 18" "K-12 student"
4136 M 50-55 self-employed
4137 M 25-34 executive/managerial
4138 M 25-34 executive/managerial
4139 M 56+ sales/marketing
4140 M 25-34 other
4141 M 35-44 technician/engineer
4142 M 56+ executive/managerial
4143 F 25-34 "customer service"
4144 M 18-24 "college/grad student"
4145 F 50-55 academic/educator
4146 M 35-44 technician/engineer
4147 F 50-55 executive/managerial
4148 F 35-44 executive/managerial
4149 M 35-44 academic/educator
4150 M 25-34 other
4151 M 45-49 writer
4152 M 25-34 sales/marketing
4153 M 50-55 technician/engineer
4154 M 25-34 academic/educator
4155 M 50-55 technician/engineer
4156 M 56+ writer
4157 M 50-55 tradesman/craftsman
4158 F "Under 18" "K-12 student"
4159 F 50-55 homemaker
4160 M 35-44 writer
4161 M 45-49 other
4162 F 25-34 sales/marketing
4163 M 56+ executive/managerial
4164 M 35-44 academic/educator
4165 F 25-34 sales/marketing
4166 F 25-34 executive/managerial
4167 M 25-34 writer
4168 F 45-49 "doctor/health care"
4169 M 50-55 other
4170 M 45-49 executive/managerial
4171 M 56+ self-employed
4172 M 35-44 executive/managerial
4173 F 18-24 lawyer
4174 F 35-44 clerical/admin
4175 M 35-44 other
4176 M 45-49 executive/managerial
4177 M 35-44 technician/engineer
4178 F 50-55 self-employed
4179 F 35-44 writer
4180 M 56+ retired
4181 F 25-34 executive/managerial
4182 M 25-34 tradesman/craftsman
4183 M 25-34 academic/educator
4184 M 50-55 executive/managerial
4185 M 25-34 sales/marketing
4186 M 25-34 executive/managerial
4187 F 56+ writer
4188 M 50-55 executive/managerial
4189 M 35-44 sales/marketing
4190 M 45-49 technician/engineer
4191 F 45-49 scientist
4192 M 35-44 technician/engineer
4193 M 56+ retired
4194 M 18-24 "college/grad student"
4195 F 56+ retired
4196 M 35-44 sales/marketing
4197 F 45-49 academic/educator
4198 M 18-24 "college/grad student"
4199 F 25-34 homemaker
4200 M 45-49 executive/managerial
4201 F 25-34 other
4202 M 25-34 executive/managerial
4203 M 25-34 tradesman/craftsman
4204 M 35-44 executive/managerial
4205 F 25-34 scientist
4206 F 35-44 academic/educator
4207 M 35-44 academic/educator
4208 F 35-44 other
4209 M 56+ other
4210 M 25-34 technician/engineer
4211 M 45-49 "customer service"
4212 M 56+ tradesman/craftsman
4213 M 35-44 executive/managerial
4214 F 25-34 other
4215 M 25-34 executive/managerial
4216 M 25-34 technician/engineer
4217 M 18-24 "college/grad student"
4218 M 50-55 technician/engineer
4219 M 35-44 technician/engineer
4220 M 35-44 other
4221 M 35-44 "college/grad student"
4222 F 45-49 technician/engineer
4223 F 35-44 technician/engineer
4224 F 45-49 academic/educator
4225 F 25-34 clerical/admin
4226 F 35-44 "doctor/health care"
4227 M 25-34 unemployed
4228 M 50-55 tradesman/craftsman
4229 M 35-44 technician/engineer
4230 M 56+ retired
4231 F 50-55 tradesman/craftsman
4232 F 35-44 writer
4233 M 35-44 "college/grad student"
4234 F 45-49 clerical/admin
4235 M 50-55 artist
4236 F 25-34 clerical/admin
4237 M 25-34 sales/marketing
4238 M 35-44 self-employed
4239 M 50-55 executive/managerial
4240 M 35-44 technician/engineer
4241 M 35-44 executive/managerial
4242 M 50-55 executive/managerial
4243 M 56+ executive/managerial
4244 M 35-44 technician/engineer
4245 M 50-55 programmer
4246 F 35-44 executive/managerial
4247 M 25-34 "college/grad student"
4248 M 25-34 "college/grad student"
4249 F 18-24 technician/engineer
4250 F 50-55 other
4251 M 45-49 executive/managerial
4252 F 35-44 clerical/admin
4253 M 45-49 lawyer
4254 M 25-34 technician/engineer
4255 M 50-55 programmer
4256 F "Under 18" artist
4257 M 50-55 self-employed
4258 M 25-34 technician/engineer
4259 M 35-44 technician/engineer
4260 M 25-34 self-employed
4261 F 35-44 "doctor/health care"
4262 F 35-44 "doctor/health care"
4263 M 25-34 executive/managerial
4264 M 45-49 academic/educator
4265 M 25-34 programmer
4266 M 56+ retired
4267 M 35-44 executive/managerial
4268 F 45-49 writer
4269 M 35-44 tradesman/craftsman
4270 M 45-49 executive/managerial
4271 M 35-44 executive/managerial
4272 M 45-49 technician/engineer
4273 M 45-49 retired
4274 F 45-49 academic/educator
4275 F 45-49 self-employed
4276 F 45-49 other
4277 M 35-44 self-employed
4278 F 45-49 executive/managerial
4279 M 25-34 self-employed
4280 M 35-44 technician/engineer
4281 M 56+ retired
4282 M 35-44 other
4283 F 25-34 homemaker
4284 M 50-55 executive/managerial
4285 M 35-44 other
4286 M 35-44 technician/engineer
4287 M 25-34 executive/managerial
4288 F 25-34 homemaker
4289 M 35-44 sales/marketing
4290 M 25-34 technician/engineer
4291 M 35-44 sales/marketing
4292 M 25-34 other
4293 F 45-49 homemaker
4294 M "Under 18" "K-12 student"
4295 M 18-24 tradesman/craftsman
4296 M 56+ "doctor/health care"
4297 M 45-49 scientist
4298 F 18-24 sales/marketing
4299 F 25-34 artist
4300 F 18-24 "college/grad student"
4301 M 35-44 lawyer
4302 M 50-55 academic/educator
4303 M 25-34 artist
4304 M 18-24 other
4305 F 45-49 technician/engineer
4306 M 45-49 executive/managerial
4307 M 25-34 other
4308 M 25-34 other
4309 M 25-34 other
4310 M 25-34 "college/grad student"
4311 M 50-55 retired
4312 M 25-34 tradesman/craftsman
4313 F 25-34 executive/managerial
4314 M 25-34 technician/engineer
4315 M 18-24 "college/grad student"
4316 M 25-34 "doctor/health care"
4317 F 35-44 sales/marketing
4318 M 25-34 "customer service"
4319 M 35-44 executive/managerial
4320 M 25-34 "customer service"
4321 M 45-49 executive/managerial
4322 F 50-55 "doctor/health care"
4323 M 18-24 "college/grad student"
4324 M 25-34 "customer service"
4325 M 25-34 other
4326 F 45-49 retired
4327 M 35-44 technician/engineer
4328 M 50-55 clerical/admin
4329 F 25-34 sales/marketing
4330 F 45-49 "doctor/health care"
4331 M 35-44 "doctor/health care"
4332 F 25-34 clerical/admin
4333 M 50-55 artist
4334 M 25-34 academic/educator
4335 M 35-44 other
4336 F 25-34 other
4337 M 18-24 writer
4338 F 18-24 "customer service"
4339 M 25-34 artist
4340 F 25-34 technician/engineer
4341 M 35-44 technician/engineer
4342 M 25-34 other
4343 M 25-34 programmer
4344 M 25-34 academic/educator
4345 F 25-34 sales/marketing
4346 M 18-24 technician/engineer
4347 F 18-24 writer
4348 M 45-49 other
4349 M 18-24 artist
4350 M 18-24 artist
4351 M 25-34 programmer
4352 M 18-24 "college/grad student"
4353 M 25-34 executive/managerial
4354 M 35-44 sales/marketing
4355 M 50-55 sales/marketing
4356 M 35-44 self-employed
4357 F 35-44 homemaker
4358 M 35-44 technician/engineer
4359 M 18-24 "college/grad student"
4360 F 25-34 homemaker
4361 M 35-44 scientist
4362 M 25-34 technician/engineer
4363 M 35-44 sales/marketing
4364 M 25-34 tradesman/craftsman
4365 F 50-55 self-employed
4366 M 18-24 scientist
4367 M 35-44 other
4368 M 18-24 technician/engineer
4369 M 50-55 executive/managerial
4370 M 25-34 self-employed
4371 F 18-24 "college/grad student"
4372 M 35-44 technician/engineer
4373 M 50-55 programmer
4374 M 18-24 "college/grad student"
4375 F 25-34 "customer service"
4376 F 25-34 "customer service"
4377 M 25-34 other
4378 M 18-24 technician/engineer
4379 M 25-34 "college/grad student"
4380 F 25-34 academic/educator
4381 M 25-34 "college/grad student"
4382 M 25-34 tradesman/craftsman
4383 F 18-24 "college/grad student"
4384 M 25-34 other
4385 M 25-34 "college/grad student"
4386 M 25-34 "customer service"
4387 F 18-24 "college/grad student"
4388 M 45-49 clerical/admin
4389 M 25-34 "college/grad student"
4390 M 25-34 other
4391 F 18-24 "college/grad student"
4392 M 18-24 "college/grad student"
4393 M 18-24 "college/grad student"
4394 M 25-34 "college/grad student"
4395 M 50-55 "doctor/health care"
4396 M 18-24 academic/educator
4397 M 18-24 "college/grad student"
4398 F 18-24 "college/grad student"
4399 F 18-24 "college/grad student"
4400 F 18-24 "college/grad student"
4401 M 18-24 "college/grad student"
4402 F 18-24 sales/marketing
4403 M 25-34 scientist
4404 M 25-34 academic/educator
4405 M 25-34 sales/marketing
4406 M 25-34 self-employed
4407 M 18-24 "college/grad student"
4408 F 45-49 artist
4409 M 25-34 sales/marketing
4410 M 18-24 unemployed
4411 M 18-24 "college/grad student"
4412 M 18-24 "college/grad student"
4413 M "Under 18" retired
4414 M 25-34 "college/grad student"
4415 M 18-24 other
4416 M 18-24 "college/grad student"
4417 M 25-34 scientist
4418 F 50-55 other
4419 F 45-49 programmer
4420 M 25-34 scientist
4421 M 45-49 other
4422 M 25-34 "customer service"
4423 M 18-24 "college/grad student"
4424 M 25-34 executive/managerial
4425 M 35-44 executive/managerial
4426 M 45-49 technician/engineer
4427 M 18-24 other
4428 M 25-34 sales/marketing
4429 M 25-34 "customer service"
4430 F 25-34 other
4431 M "Under 18" sales/marketing
4432 M 25-34 programmer
4433 M 25-34 other
4434 F 35-44 executive/managerial
4435 M 25-34 executive/managerial
4436 M 25-34 programmer
4437 F 35-44 "customer service"
4438 M 50-55 other
4439 M 35-44 "doctor/health care"
4440 M 35-44 academic/educator
4441 M 18-24 "college/grad student"
4442 M 50-55 scientist
4443 M 56+ artist
4444 F 25-34 programmer
4445 M 25-34 clerical/admin
4446 M 18-24 tradesman/craftsman
4447 M 45-49 "customer service"
4448 M 25-34 sales/marketing
4449 M 25-34 programmer
4450 M 25-34 scientist
4451 M 25-34 sales/marketing
4452 F 25-34 executive/managerial
4453 M 35-44 other
4454 M 25-34 writer
4455 M 35-44 executive/managerial
4456 F 35-44 artist
4457 M 35-44 sales/marketing
4458 F 25-34 "college/grad student"
4459 M 25-34 academic/educator
4460 M 25-34 sales/marketing
4461 M 25-34 writer
4462 F 25-34 other
4463 M 50-55 executive/managerial
4464 F 50-55 academic/educator
4465 M 18-24 "college/grad student"
4466 M 35-44 lawyer
4467 F 50-55 "doctor/health care"
4468 F 35-44 executive/managerial
4469 F 45-49 programmer
4470 M 35-44 programmer
4471 M 25-34 "doctor/health care"
4472 F 45-49 self-employed
4473 M 35-44 academic/educator
4474 M 35-44 executive/managerial
4475 M 18-24 "college/grad student"
4476 M 45-49 academic/educator
4477 M 25-34 executive/managerial
4478 M "Under 18" programmer
4479 M 50-55 retired
4480 M 25-34 other
4481 M 25-34 tradesman/craftsman
4482 F 35-44 academic/educator
4483 F 25-34 "doctor/health care"
4484 F 25-34 technician/engineer
4485 M 25-34 "college/grad student"
4486 M 35-44 farmer
4487 M 25-34 executive/managerial
4488 M 35-44 executive/managerial
4489 M 18-24 "college/grad student"
4490 M 35-44 "customer service"
4491 M 18-24 "college/grad student"
4492 M 56+ retired
4493 F "Under 18" "K-12 student"
4494 M 45-49 other
4495 M 18-24 "college/grad student"
4496 M 45-49 artist
4497 M 50-55 other
4498 M 50-55 executive/managerial
4499 M 25-34 "doctor/health care"
4500 M 50-55 executive/managerial
4501 M 25-34 technician/engineer
4502 M 50-55 other
4503 M 56+ academic/educator
4504 F 25-34 other
4505 M 50-55 executive/managerial
4506 M 50-55 self-employed
4507 M 18-24 "college/grad student"
4508 M 25-34 writer
4509 M 25-34 executive/managerial
4510 M 45-49 executive/managerial
4511 M 35-44 executive/managerial
4512 M 25-34 academic/educator
4513 M 56+ other
4514 M 18-24 clerical/admin
4515 M 56+ retired
4516 M 18-24 "college/grad student"
4517 F 18-24 academic/educator
4518 M 25-34 other
4519 M 50-55 executive/managerial
4520 M 25-34 "college/grad student"
4521 M 35-44 programmer
4522 M 45-49 academic/educator
4523 M 18-24 artist
4524 M 25-34 artist
4525 M 25-34 sales/marketing
4526 M 25-34 writer
4527 M 18-24 other
4528 M 25-34 sales/marketing
4529 M 35-44 "doctor/health care"
4530 F 35-44 academic/educator
4531 M 18-24 "college/grad student"
4532 M 25-34 executive/managerial
4533 M 25-34 programmer
4534 M 18-24 "college/grad student"
4535 M 18-24 unemployed
4536 M 18-24 programmer
4537 F 45-49 academic/educator
4538 M 25-34 programmer
4539 M 35-44 unemployed
4540 F 25-34 sales/marketing
4541 M "Under 18" "K-12 student"
4542 M 35-44 other
4543 M 25-34 artist
4544 M 56+ academic/educator
4545 M 25-34 self-employed
4546 M 25-34 executive/managerial
4547 M 18-24 programmer
4548 M 18-24 artist
4549 F "Under 18" "K-12 student"
4550 M 18-24 self-employed
4551 M 18-24 programmer
4552 M 25-34 other
4553 F 35-44 self-employed
4554 F 25-34 homemaker
4555 F 18-24 homemaker
4556 M 45-49 self-employed
4557 M 25-34 sales/marketing
4558 M 35-44 sales/marketing
4559 M 25-34 executive/managerial
4560 M 25-34 other
4561 F 25-34 homemaker
4562 M 35-44 "K-12 student"
4563 F 25-34 "doctor/health care"
4564 M 35-44 programmer
4565 M 35-44 sales/marketing
4566 M 35-44 technician/engineer
4567 M 18-24 "college/grad student"
4568 F 25-34 "college/grad student"
4569 M 25-34 other
4570 M 45-49 technician/engineer
4571 M 35-44 executive/managerial
4572 F "Under 18" "K-12 student"
4573 M 50-55 self-employed
4574 M 25-34 "college/grad student"
4575 F "Under 18" "K-12 student"
4576 F 25-34 executive/managerial
4577 M 35-44 executive/managerial
4578 M 25-34 other
4579 F 18-24 "college/grad student"
4580 F 56+ retired
4581 M 25-34 academic/educator
4582 F 25-34 other
4583 M 50-55 academic/educator
4584 F 45-49 other
4585 M 35-44 executive/managerial
4586 M 25-34 "college/grad student"
4587 M 35-44 sales/marketing
4588 F 25-34 "college/grad student"
4589 M 25-34 technician/engineer
4590 F 18-24 writer
4591 M 25-34 scientist
4592 M 18-24 "college/grad student"
4593 F 45-49 academic/educator
4594 M 35-44 self-employed
4595 M 25-34 tradesman/craftsman
4596 F 18-24 "college/grad student"
4597 F 25-34 "college/grad student"
4598 F 35-44 clerical/admin
4599 F 35-44 other
4600 M 25-34 other
4601 M 35-44 sales/marketing
4602 M 35-44 executive/managerial
4603 F 35-44 artist
4604 M 25-34 scientist
4605 M 25-34 scientist
4606 F "Under 18" "K-12 student"
4607 M 25-34 other
4608 F 25-34 other
4609 F 25-34 "college/grad student"
4610 F 25-34 "college/grad student"
4611 F 18-24 "college/grad student"
4612 F 18-24 "college/grad student"
4613 M 25-34 programmer
4614 F 45-49 academic/educator
4615 M 25-34 technician/engineer
4616 M 25-34 writer
4617 F 25-34 "doctor/health care"
4618 M 25-34 sales/marketing
4619 F 25-34 academic/educator
4620 F 18-24 technician/engineer
4621 M 25-34 "college/grad student"
4622 M 25-34 programmer
4623 M 25-34 self-employed
4624 M 25-34 programmer
4625 M 25-34 executive/managerial
4626 M 25-34 sales/marketing
4627 M 56+ academic/educator
4628 F 56+ "doctor/health care"
4629 F 18-24 "college/grad student"
4630 F 25-34 "college/grad student"
4631 M 18-24 "college/grad student"
4632 M 25-34 other
4633 M "Under 18" other
4634 M 50-55 writer
4635 M 18-24 "college/grad student"
4636 M 18-24 artist
4637 F 35-44 homemaker
4638 M 25-34 "college/grad student"
4639 M 35-44 lawyer
4640 M 25-34 "college/grad student"
4641 M 25-34 executive/managerial
4642 M 25-34 other
4643 M 25-34 other
4644 M 50-55 academic/educator
4645 F 50-55 "doctor/health care"
4646 F 25-34 "doctor/health care"
4647 M 35-44 writer
4648 M 18-24 "college/grad student"
4649 M 56+ retired
4650 M 25-34 executive/managerial
4651 F 45-49 other
4652 F 25-34 executive/managerial
4653 M 35-44 programmer
4654 M 35-44 writer
4655 F 25-34 academic/educator
4656 M 25-34 technician/engineer
4657 M 45-49 sales/marketing
4658 M 25-34 "college/grad student"
4659 F 25-34 sales/marketing
4660 F 18-24 "college/grad student"
4661 M 45-49 scientist
4662 F 18-24 "college/grad student"
4663 M 25-34 "college/grad student"
4664 F 45-49 executive/managerial
4665 M 35-44 artist
4666 M 35-44 academic/educator
4667 M 25-34 sales/marketing
4668 M 35-44 sales/marketing
4669 M 35-44 executive/managerial
4670 M 35-44 "customer service"
4671 M 25-34 programmer
4672 M 56+ retired
4673 M 35-44 self-employed
4674 F 35-44 executive/managerial
4675 F 18-24 "college/grad student"
4676 M 45-49 sales/marketing
